"ADM1_NAME","ADM2_NAME","Year","Female_0-19_Population","Female_20-59_Population","Female_60+_Population","Male_0-19_Population","Male_20-59_Population","Male_60+_Population"
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2011,250382,148398,10605,255784,143909,9126
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2012,261060,155752,11209,266854,150772,9618
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2013,271967,163493,11844,278181,157961,10147
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2014,283119,171586,12513,289783,165469,10700
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2015,294459,180082,13224,301605,173328,11281
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2016,305968,188986,13970,313606,181555,11888
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2017,317567,198318,14761,325721,190159,12523
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2018,329220,208054,15592,337897,199127,13190
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2019,340922,218153,16461,350126,208432,13877
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2020,352689,228571,17362,362408,218032,14594
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2000,394555,260906,27805,379229,259918,24152
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2001,408083,270573,28766,392164,268799,24910
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2002,421877,280713,29780,405380,278120,25718
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2003,435962,291247,30854,418945,287797,26583
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2004,450548,301805,31992,433071,297486,27490
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2005,466371,311530,33190,448283,306597,28439
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2006,481807,322162,34455,463192,316690,29439
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2007,497005,333739,35808,477937,327704,30509
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2008,512394,345742,37234,492885,339087,31636
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2009,528027,358166,38744,508093,350785,32837
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2010,543892,371029,40338,523556,362800,34104
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2011,559621,384307,41992,538906,375219,35428
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2012,575430,397838,43724,554366,387873,36810
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2013,591202,411869,45518,569802,400943,38240
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2014,606967,426315,47388,585259,414349,39730
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2015,622613,441263,49321,600627,428148,41274
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2016,638023,456692,51328,615795,442413,42862
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2017,653058,472617,53409,630619,457117,44510
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2018,667637,488938,55557,645021,472197,46186
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2019,681797,505560,57773,659021,487532,47899
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2020,695597,522329,60041,672626,503019,49638
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2000,213501,130471,14129,209019,130123,12479
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2001,221166,135478,14651,216424,134687,12893
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2002,228971,140762,15198,224010,139500,13342
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2003,236984,146253,15780,231806,144504,13812
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2004,245278,151761,16397,239947,149514,14310
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2005,254228,156819,17056,248728,154242,14837
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2006,263031,162368,17756,257377,159476,15397
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2007,271777,168412,18506,265974,165184,15990
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2008,280658,174682,19300,274727,171098,16616
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2009,289699,181193,20138,283664,177187,17287
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2010,298864,188005,21018,292746,183463,17997
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2011,308005,195022,21936,301828,189954,18730
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2012,317226,202168,22898,311020,196583,19510
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2013,326443,209606,23904,320242,203454,20318
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2014,335693,217290,24951,329518,210505,21161
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2015,344928,225261,26050,338786,217750,22040
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2016,354086,233505,27192,347990,225253,22956
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2017,363076,242042,28386,357031,233012,23895
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2018,371869,250826,29618,365875,240968,24864
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2019,380466,259797,30890,374515,249103,25856
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",2020,388862,268898,32201,382942,257384,26865
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2000,343724,276447,35061,336455,235135,30612
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2001,347901,280341,35503,340441,237908,30895
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2002,351972,284382,35977,344329,240826,31215
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2003,355977,288465,36479,348191,243780,31570
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2004,360045,292287,37018,352192,246507,31944
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2005,364756,295232,37584,356661,248549,32325
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2006,368807,298631,38188,360573,251079,32731
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2007,372343,302484,38852,364066,254068,33180
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2008,375707,306402,39551,367386,257050,33670
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2009,378918,310358,40273,370574,260029,34183
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2010,381972,314307,41023,373625,263053,34726
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2011,384604,318337,41768,376267,266062,35268
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2012,386978,322328,42522,378654,268963,35830
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2013,389010,326401,43291,380721,271903,36394
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2014,390762,330482,44072,382517,274819,36965
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2015,392191,334523,44862,384007,277712,37546
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2016,393172,338683,45649,385078,280689,38122
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2017,393642,342872,46458,385652,283701,38690
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2018,393617,347016,47257,385754,286684,39239
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2019,393174,350974,48050,385428,289551,39788
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",2020,392421,354604,48841,384776,292212,40314
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2000,324765,224695,15143,315974,218957,14929
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2001,332536,230759,15517,323442,224225,15237
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2002,340339,237082,15901,330980,229731,15576
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2003,348223,243572,16308,338615,235410,15929
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2004,356372,249905,16738,346577,240898,16302
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2005,365495,255297,17190,355356,245649,16694
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2006,374048,261332,17677,363643,251117,17105
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2007,382194,268005,18197,371566,257214,17542
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2008,390342,274843,18734,379517,263413,18006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2009,398510,281833,19298,387481,269705,18499
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2010,406591,289072,19891,395394,276191,19012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2011,414442,296432,20497,403103,282729,19540
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2012,422237,303773,21123,410778,289205,20090
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2013,429808,311347,21764,418257,295848,20656
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2014,437180,319055,22427,425571,302600,21236
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2015,444296,326944,23104,432655,309496,21832
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2016,451045,335056,23793,439401,316580,22435
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2017,457316,343370,24501,445702,323846,23052
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2018,463107,351812,25220,451548,331220,23668
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2019,468470,360265,25957,456971,338605,24289
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",2020,473480,368590,26706,462022,345878,24909
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2000,52070,41159,2345,47683,51420,2521
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2001,54637,43367,2465,50018,54021,2642
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2002,57302,45708,2595,52453,56768,2770
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2003,60071,48173,2730,54980,59661,2907
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2004,63009,50693,2876,57676,62604,3053
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2005,66334,53056,3034,60691,65418,3210
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2006,69623,55660,3201,63681,68541,3374
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2007,72907,58508,3380,66666,71972,3551
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2008,76326,61480,3573,69771,75534,3738
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2009,79877,64587,3776,72996,79241,3936
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2010,83523,67875,3991,76311,83140,4149
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2011,87271,71281,4217,79725,87172,4372
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2012,91176,74767,4458,83289,91287,4609
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2013,95164,78421,4712,86934,95588,4859
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2014,99242,82238,4979,90671,100070,5118
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2015,103363,86261,5258,94458,104763,5392
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2016,107540,90461,5555,98304,109660,5676
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2017,111726,94856,5867,102166,114783,5978
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2018,115908,99435,6195,106033,120115,6289
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2019,120091,104177,6536,109910,125641,6614
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",2020,124295,109055,6893,113799,131336,6949
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2000,217821,143718,14319,212857,131672,14015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2001,225503,149212,14844,220309,136295,14488
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2002,233349,154983,15397,227930,141144,14979
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2003,241367,160978,15990,235755,146197,15511
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2004,249653,167007,16612,243910,151246,16077
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2005,258592,172590,17280,252678,156024,16666
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2006,267341,178699,18000,261298,161308,17284
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2007,275988,185341,18767,269836,167077,17951
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2008,284751,192239,19585,278499,173048,18667
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2009,293658,199382,20444,287329,179181,19418
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2010,302693,206806,21346,296316,185486,20211
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2011,311684,214467,22273,305268,192006,21043
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2012,320728,222279,23246,314301,198639,21907
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2013,329769,230383,24258,323343,205506,22821
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2014,338807,238755,25312,332400,212550,23759
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2015,347757,247452,26413,341390,219841,24728
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2016,356618,256435,27559,350300,227347,25735
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2017,365291,265714,28764,359034,235071,26770
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2018,373724,275240,30001,367536,242994,27836
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2019,381927,284968,31280,375802,251073,28921
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",2020,389940,294790,32589,383849,259259,30022
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2000,187320,123537,8768,176029,123214,8799
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2001,191330,126555,8961,179745,125802,8969
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2002,195314,129700,9167,183467,128506,9152
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2003,199334,132914,9383,187223,131282,9347
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2004,203472,136018,9617,191138,133932,9554
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2005,208138,138571,9862,195476,136155,9768
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2006,212456,141458,10122,199516,138756,9997
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2007,216520,144667,10402,203333,141689,10236
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2008,220573,147940,10692,207137,144653,10491
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2009,224604,151268,10997,210940,147631,10758
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2010,228564,154729,11311,214688,150684,11041
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2011,232376,158216,11631,218300,153749,11332
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2012,236127,161655,11964,221876,156759,11630
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2013,239725,165193,12302,225317,159841,11943
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2014,243196,168781,12644,228649,162949,12256
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2015,246489,172450,13003,231833,166123,12577
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2016,249568,176195,13365,234817,169353,12901
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2017,252364,180034,13736,237545,172656,13232
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2018,254878,183913,14114,240015,175989,13562
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2019,257112,187782,14494,242225,179301,13893
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",2020,259114,191590,14879,244198,182571,14222
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2000,45331,34042,3037,43966,37303,2599
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2001,46956,35383,3139,45527,38674,2680
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2002,48617,36788,3243,47123,40118,2769
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2003,50317,38249,3356,48761,41621,2863
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2004,52089,39726,3480,50481,43131,2965
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2005,54042,41080,3609,52358,44565,3072
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2006,55942,42568,3745,54189,46148,3184
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2007,57806,44190,3890,55998,47880,3300
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2008,59703,45870,4044,57839,49674,3431
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2009,61644,47608,4209,59721,51511,3560
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2010,63620,49416,4377,61643,53402,3705
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2011,65595,51278,4557,63565,55353,3853
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2012,67600,53167,4741,65514,57349,4009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2013,69607,55130,4932,67469,59411,4170
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2014,71621,57160,5136,69433,61538,4337
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2015,73611,59285,5342,71377,63740,4512
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2016,75588,61485,5559,73311,66005,4689
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2017,77529,63752,5786,75218,68337,4875
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2018,79422,66087,6015,77075,70735,5065
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2019,81270,68468,6250,78888,73190,5257
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",2020,83084,70865,6497,80666,75692,5457
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2000,741000,437634,37541,726816,444152,42561
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2001,769602,455523,39002,754628,460701,44094
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2002,798911,474433,40552,783260,478163,45740
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2003,829150,494145,42191,812854,496370,47481
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2004,860626,513983,43941,843862,514683,49326
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2005,894670,532321,45805,877297,532148,51265
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2006,928392,552489,47789,910533,551468,53318
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2007,962150,574507,49919,943867,572557,55518
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2008,996648,597454,52174,978037,594470,57859
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2009,1032014,621353,54565,1013127,617080,60333
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2010,1068178,646437,57081,1049091,640386,62973
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2011,1104516,672415,59700,1085326,664634,65742
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2012,1141429,699005,62461,1122213,689588,68662
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2013,1178668,726782,65353,1159514,715542,71700
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2014,1216319,755595,68388,1197305,742374,74900
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2015,1254188,785596,71565,1235370,770220,78234
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2016,1292135,816787,74886,1273548,799140,81705
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2017,1329835,849248,78371,1311516,829115,85335
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2018,1367142,882834,81992,1349121,860067,89079
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2019,1404047,917419,85756,1386316,891863,92931
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2020,1440547,952861,89653,1423031,924388,96887
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",2000,249283,176257,17910,243414,157075,15129
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",2001,256447,181784,18398,250422,161754,15495
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",2002,263717,187586,18923,257569,166668,15895
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",2003,271126,193590,19465,264884,171766,16316
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",2004,278780,199571,20050,272498,176831,16765
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",2005,287110,205040,20662,280712,181529,17233
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",2006,295154,211036,21312,288696,186749,17728
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",2007,303015,217587,22013,296541,192489,18255
