"Year","Region","Zone","Category","Number.of.holders","Area.in.hectare","Production.in.quintal","Yqth"
"2007","Tigray","North Western Tigray","Cereals",427787,167815.45,2372334.61,67.73
"2008","Tigray","North Western Tigray","Cereals",494628,166774.05,2335835.44,64.76
"2009","Tigray","North Western Tigray","Cereals",494427,166125.96,2803414.81,76.55
"2011","Tigray","North Western Tigray","Cereals",518538,168153.5,3108830.46,87.22
"2012","Tigray","North Western Tigray","Cereals",598804,175871.44,3478055.01,91.33
"2013","Tigray","North Western Tigray","Cereals",576327,179354.65,3503156.74,80.4
"2014","Tigray","North Western Tigray","Cereals",526568,189249.28,4308563,101.82
"2015","Tigray","North Western Tigray","Cereals",583664,189544.85,4860719.15,116.27
"2016","Tigray","North Western Tigray","Cereals",546040,194788.11,4499392.12,90.17
"2005","Amhara","North Wollo","Cereals",734560,172734,1873624,66.23
"2006","Amhara","North Wollo","Cereals",817836,185321.79,2262789.89,85.33
"2007","Amhara","North Wollo","Cereals",842726,193678.98,2414089.98,87.41
"2008","Amhara","North Wollo","Cereals",751101,189915.16,2356175.94,76.11
"2009","Amhara","North Wollo","Cereals",709812,199708.89,3065821.01,101.45
"2011","Amhara","North Wollo","Cereals",828795,225642.4,3594629.3,85.43
"2012","Amhara","North Wollo","Cereals",946879,216556.08,3310869.99,94.01
"2013","Amhara","North Wollo","Cereals",920100,200481.19,3003862.94,100.53
"2014","Amhara","North Wollo","Cereals",849215,204754.53,3130038.2,110.29
"2015","Amhara","North Wollo","Cereals",923690,221084.37,3630143.37,115.74
"2016","Amhara","North Wollo","Cereals",907182,214564.74,2861162.6,95.84
"2008","Gambella","Nuware","Cereals",6334,855.58,11820.61,13.82
"2011","Gambella","Nuwer","Cereals",11602,1530.55,25131.58,16.42
"2012","Gambella","Nuwer","Cereals",11651,2235.41,47735.73,21.35
"2013","Gambella","Nuwer","Cereals",12655,2591.98,46984.21,18.13
"2014","Gambella","Nuwer","Cereals",11238,2250.76,48742.55,21.66
"2015","Gambella","Nuwer","Cereals",11238,2250.76,48742.55,21.66
"2016","Gambella","Nuwer","Cereals",5748,2014.79,40014.11,19.86
"2005","Amhara","Oromiya","Cereals",155673,48748,553714,48.56
"2006","Amhara","Oromiya","Cereals",150030,47872.96,698054.59,76.27
"2007","Amhara","Oromiya","Cereals",155511,49459.85,714166.3,53.94
"2008","Amhara","Oromiya","Cereals",189076,46666.09,719309.41,56.4
"2009","Amhara","Oromiya","Cereals",175917,50368.48,721873.67,57.17
"2011","Amhara","Oromiya","Cereals",161547,51117.54,901597.05,60.6
"2012","Amhara","Oromiya","Cereals",165083,49638.63,952366.2,77.2
"2013","Amhara","Oromiya","Cereals",167912,47790.99,898223.63,62.26
"2014","Amhara","Oromiya","Cereals",183219,49341.52,1063410.91,77.12
"2015","Amhara","Oromiya","Cereals",155183,49305.5,1103730.58,64.21
"2016","Amhara","Oromiya","Cereals",165009,46004.92,1037304.07,60.49
"2008","Benishangul Gumuz","Pawe ","Cereals",11249,3817.96,65423.38,71
"2009","Benishangul Gumuz","Pawe ","Cereals",656,264.03,0,16.33
"2011","Oromiya","Qeleme Wellega","Cereals",489207,127073.2,2825336.06,109.34
"2012","Oromiya","Qeleme Wellega","Cereals",519337,124135.63,3144412.38,115.51
"2013","Oromiya","Qeleme Wellega","Cereals",539230,137891.32,3641583.58,118.94
"2014","Oromiya","Qeleme Wellega","Cereals",537186,141546.64,4146398.62,139.18
"2015","Oromiya","Qeleme Wellega","Cereals",520735,140597.19,4355091.61,143.8
"2016","Oromiya","Qeleme Wellega","Cereals",563812,143734.96,4486027.83,147.44
"2013","SNNP","Segen","Cereals",196768,48913.87,875207.7,76.81
"2014","SNNP","Segen","Cereals",162368,38597.23,587256.88,68.63
"2015","SNNP","Segen","Cereals",189275,51424.6,888882.98,78.46
"2016","SNNP","Segen","Cereals",156566,46823.3,824051.72,77.2
"2008","SNNP","Sheka","Cereals",44070,9795.87,165618.9,51.57
"2005","SNNP","SHEKA","Cereals",36503,7317,154089,73.75
"2006","SNNP","SHEKA","Cereals",35344,7978.56,133514.03,91.92
"2007","SNNP","SHEKA","Cereals",36530,9181.21,167897.75,59.25
"2011","SNNP","SHEKA","Cereals",41818,10082.04,229338.5,65.74
"2012","SNNP","SHEKA","Cereals",44148,9591.67,231877.23,67.72
"2013","SNNP","SHEKA","Cereals",51497,10150.33,266620.53,60.98
"2014","SNNP","SHEKA","Cereals",52802,11194.23,267192.89,65.95
"2015","SNNP","SHEKA","Cereals",46449,8536.21,199874.69,48.81
"2016","SNNP","SHEKA","Cereals",52764,10946.13,255153.88,40.01
"2005","Somali","Shinile","Cereals",4108,1095,5313,6.78
"2006","Somali","Shinile","Cereals",3730,891.38,7529.62,19.88
"2007","Somali","Shinile","Cereals",3872,960.92,7072.4,16.31
"2008","Somali","Shinile","Cereals",9377,2375.05,26408.76,13.6
"2011","Somali","Shinile","Cereals",9402,1912.89,24096.48,9.19
"2012","Somali","Shinile","Cereals",7486,2238.39,18833.85,19.92
"2013","Somali","Shinile","Cereals",7554,2205.03,25666.06,23.41
"2014","Somali","Shinile","Cereals",8104,2051.27,58696.91,56.54
"2015","Somali","Shinile","Cereals",8023,2172.58,53772.74,29.27
"2016","Somali","Shinile","Cereals",8490,1910.11,18496.6,19.89
"2005","SNNP","Sidama","Cereals",445106,51079,830856,50.05
"2006","SNNP","Sidama","Cereals",425666,63668.84,1070379.5,61.37
"2007","SNNP","Sidama","Cereals",442958,54912.86,918472.02,48.42
"2008","SNNP","Sidama","Cereals",440957,56383.36,1157143.67,47.54
"2011","SNNP","Sidama","Cereals",434345,53923.39,982819.3,61.11
"2012","SNNP","Sidama","Cereals",569065,50798.13,1489914.65,48.42
"2013","SNNP","Sidama","Cereals",606203,42869.46,1259450.74,51.1
"2014","SNNP","Sidama","Cereals",583528,40167.54,1098531.07,63.49
"2015","SNNP","Sidama","Cereals",354530,28949.11,923137.77,33.09
"2016","SNNP","Sidama","Cereals",624252,48476.26,1283212.42,63.18
"2005","SNNP","Siliti","Cereals",393393,82401,917197,66.85
"2006","SNNP","Siliti","Cereals",405647,81270.96,1100901.95,85.27
"2007","SNNP","Siliti","Cereals",408182,81728.95,1333757.38,86.07
"2008","SNNP","Siliti","Cereals",433125,78873.53,1322888.6,81.37
"2009","SNNP","Siliti","Cereals",451997,76434.49,1297346.64,82.66
"2011","SNNP","Siliti","Cereals",523601,91295.37,1844341.41,86.92
"2012","SNNP","Siliti","Cereals",468081,91525.74,2414540.28,107.81
"2013","SNNP","Siliti","Cereals",482211,91848.22,2293871.64,105.44
"2014","SNNP","Siliti","Cereals",454123,94392.78,3023746.82,138.15
"2015","SNNP","Siliti","Cereals",455726,95395.68,3002347.29,142.28
"2016","SNNP","Siliti","Cereals",472457,96864.93,2875789.19,134.46
"2005","Amhara","South Gonder","Cereals",1134549,330890,2493912,49.18
"2006","Amhara","South Gonder","Cereals",1200455,347270.54,3633335.67,93.9
"2007","Amhara","South Gonder","Cereals",1282609,364608.82,3862050.78,69.39
"2008","Amhara","South Gonder","Cereals",1231253,356074.24,3950363.54,71.52
"2009","Amhara","South Gonder","Cereals",1413623,364292.08,4459656.3,76.34
"2011","Amhara","South Gonder","Cereals",1486546,365717.46,5610287.12,95.51
"2012","Amhara","South Gonder","Cereals",1206577,362408.66,6045667.4,127.72
"2013","Amhara","South Gonder","Cereals",1378462,338524.94,5252934.58,83.9
"2014","Amhara","South Gonder","Cereals",1351567,364839.1,6579394.41,99.72
"2015","Amhara","South Gonder","Cereals",1332588,410645.34,7763655.08,143.44
"2016","Amhara","South Gonder","Cereals",1352979,385280.83,7593351.78,145.59
"2005","SNNP","South Omo","Cereals",116361,28262,314914,39.86
"2006","SNNP","South Omo","Cereals",102612,27497.53,236481.47,50.1
"2007","SNNP","South Omo","Cereals",119372,29834.17,292232.46,49.32
"2008","SNNP","South Omo","Cereals",154726,36606.1,404519.35,59.14
"2011","SNNP","South Omo","Cereals",165028,40811.98,691046.39,64.38
"2012","SNNP","South Omo","Cereals",200873,39731.99,624690.22,56.88
"2013","SNNP","South Omo","Cereals",184344,46109.06,899197.06,80.54
"2014","SNNP","South Omo","Cereals",206208,47446.72,1014605.22,69.81
"2015","SNNP","South Omo","Cereals",166354,44392.43,1050294.46,76.24
"2016","SNNP","South Omo","Cereals",197547,43146.4,970213.11,69.12
"2005","Tigray","South Tigray","Cereals",466323,190648,1718979,46.64
"2006","Tigray","South Tigray","Cereals",533589,183230.25,2415860.32,90.1
"2007","Tigray","South Tigray","Cereals",603869,214552.98,3201875.57,99.48
"2008","Tigray","South Tigray","Cereals",567679,207095.68,2974815.54,73.92
"2009","Tigray","South Tigray","Cereals",576914,208849.96,2905165.92,73.4
"2011","Tigray","South Tigray","Cereals",593114,198736.66,3210069.04,102.31
"2012","Tigray","South Tigray","Cereals",1054353,271337.56,4702341.9,186.3
"2013","Tigray","South Tigray","Cereals",600063,185977.14,3169650.45,90.84
"2014","Tigray","South Tigray","Cereals",542767,187775.56,3179326.39,81.87
"2015","Tigray","South Tigray","Cereals",599653,196934.11,3435578.91,96.24
"2016","Tigray","South Tigray","Cereals",543782,190463.66,2944533.2,74.22
"2005","Oromiya","South West Shewa","Cereals",453658,190780,2457827,76.47
"2006","Oromiya","South West Shewa","Cereals",507173,217771.98,3120553.27,86.2
"2008","Oromiya","South West Shewa","Cereals",520613,223480.01,2959530.97,66.4
"2011","Oromiya","South West Shewa","Cereals",607741,256889.61,4350146.46,90.97
"2012","Oromiya","South West Shewa","Cereals",653801,241418.6,4255337.81,100.46
"2013","Oromiya","South West Shewa","Cereals",713977,262876.3,4810621.59,101.23
"2014","Oromiya","South West Shewa","Cereals",707400,274414.63,5570238.93,111.28
"2015","Oromiya","South West Shewa","Cereals",771014,285517.54,6117962.09,92.8
"2016","Oromiya","South West Shewa","Cereals",1132380,572591.86,12483463.85,119.53
"2007","Oromiya ","South West Shewa","Cereals",486569,220749.47,3150204.83,90.33
"2009","Oromiya ","South West Shewa","Cereals",564578,220962.75,2927027.3,75.16
"2007","Amhara","South wolo","Cereals",1376860,296548.98,3893105.83,93.77
"2008","Amhara","South wolo","Cereals",1286826,291039.34,3917076.81,98
"2005","Amhara","South Wolo","Cereals",1242172,301382,4169304,90.97
"2006","Amhara","South Wolo","Cereals",1310355,289738.22,3798347.37,90.86
"2009","Amhara","South Wolo","Cereals",1363394,299931.07,3988814.51,93.31
"2011","Amhara","South Wolo","Cereals",1489145,336004.35,5481588.51,96.2
"2012","Amhara","South Wolo","Cereals",1449531,329289.44,5561742.66,125.39
"2013","Amhara","South Wolo","Cereals",1504232,323500.12,5334122.67,128.79
"2014","Amhara","South Wolo","Cereals",1404957,330914.38,5696056.48,133.69
"2015","Amhara","South Wolo","Cereals",1411654,350067.32,6388138.93,112.9
"2016","Amhara","South Wolo","Cereals",1505448,341009.83,6180379.59,125.84
"2005","Amhara","Wag Himra","Cereals",124013,49164,210189,14.62
"2006","Amhara","Wag Himra","Cereals",245402,78160.49,931633.55,67.58
"2007","Amhara","Wag Himra","Cereals",277865,78235.13,963711.26,71.16
"2008","Amhara","Wag Himra","Cereals",253974,71761.4,743850.06,54.46
"2009","Amhara","Wag Himra","Cereals",253601,77888.98,942195.93,58.63
"2011","Amhara","Wag Himra","Cereals",289657,89427.51,1321592.75,69.36
"2012","Amhara","Wag Himra","Cereals",326582,87538.71,1232476.46,64.26
"2013","Amhara","Wag Himra","Cereals",308415,85227.72,1149965.3,66.87
"2014","Amhara","Wag Himra","Cereals",584387,234038.11,5439207.76,109.31
"2015","Amhara","Wag Himra","Cereals",318468,91395.01,1217055.32,68.93
"2016","Amhara","Wag Himra","Cereals",339802,86817.69,869146.35,58.77
"2008","Oromiya","West Arsi","Cereals",564407,260055.29,4824850.94,91.99
"2011","Oromiya","West Arsi","Cereals",659535,294900.2,6748734.88,100.49
"2012","Oromiya","West Arsi","Cereals",730372,283213.92,7767589.22,141.3
"2013","Oromiya","West Arsi","Cereals",802805,281398.31,7856534.51,123.39
"2014","Oromiya","West Arsi","Cereals",796599,278706.11,9028655.65,138.86
"2015","Oromiya","West Arsi","Cereals",776757,278029.82,8964435.48,137.94
"2016","Oromiya","West Arsi","Cereals",772672,273853.24,5996073.72,97.8
"2007","Oromiya ","West Arsi","Cereals",685802,281921.19,5149496.81,92.59
"2009","Oromiya ","West Arsi","Cereals",581466,259946.66,5198461.14,112.3
"2005","Amhara","West Gojjam","Cereals",1082832,375957,4913193,83.68
"2006","Amhara","West Gojjam","Cereals",1047004,388192.95,5952305.48,96.61
"2007","Amhara","West Gojjam","Cereals",999673,389848.16,6559933.69,76.71
"2008","Amhara","West Gojjam","Cereals",1055244,405959.13,8039260.8,86.66
"2009","Amhara","West Gojjam","Cereals",1102576,409390.31,7765755.47,82.46
"2011","Amhara","West Gojjam","Cereals",1294075,480932.14,9292505.56,81.97
"2012","Amhara","West Gojjam","Cereals",1236118,450158.87,9035072.38,82.43
"2013","Amhara","West Gojjam","Cereals",1364201,459209.89,9604267.92,91.68
"2014","Amhara","West Gojjam","Cereals",1371119,483358.95,12201340.5,107.21
"2015","Amhara","West Gojjam","Cereals",1418674,515435.03,13937668.32,117.17
"2016","Amhara","West Gojjam","Cereals",1432575,507642.92,14152842.78,122.06
"2005","Oromiya","West Hararge","Cereals",708653,165862,2048426,74.31
"2006","Oromiya","West Hararge","Cereals",678177,165624.17,2276969.47,83.05
"2007","Oromiya","West Hararge","Cereals",791526,175696.94,2636553.99,91.25
"2008","Oromiya","West Hararge","Cereals",804154,192359.03,4062526.4,67.9
"2011","Oromiya","West Hararge","Cereals",832263,207385.4,3798798.43,103.31
"2012","Oromiya","West Hararge","Cereals",776829,206302.93,5145997.67,98.82
"2013","Oromiya","West Hararge","Cereals",746893,202052.64,4822678.91,97.76
"2014","Oromiya","West Hararge","Cereals",772876,195360.56,4509828.77,94.08
"2015","Oromiya","West Hararge","Cereals",816478,195866.27,4802229.83,128.84
"2016","Oromiya","West Hararge","Cereals",676547,207817.66,4735378.27,72.5
"2005","Oromiya","West Shewa","Cereals",904588,370956,5741086,93.88
"2006","Oromiya","West Shewa","Cereals",1061590,462195.36,8333550.98,114.93
"2008","Oromiya","West Shewa","Cereals",1088335,454512.69,6618789.65,83.08
"2011","Oromiya","West Shewa","Cereals",1067473,505589.58,10110719.17,114.37
"2012","Oromiya","West Shewa","Cereals",1133632,500107.17,10902231.98,134
"2013","Oromiya","West Shewa","Cereals",1058203,479297.98,10673432.26,117.02
"2014","Oromiya","West Shewa","Cereals",1101590,495756.28,11504811.28,143.05
"2015","Oromiya","West Shewa","Cereals",1035375,518365.17,12890110.34,149.13
"2016","Oromiya","West Shewa","Cereals",1116296,507605.38,12601502.09,131.27
"2007","Oromiya ","West Shewa","Cereals",1022134,438560.07,7989345.51,107.88
"2005","Oromiya","West Wellega","Cereals",1033981,271030,4903348,89.41
"2006","Oromiya","West Wellega","Cereals",1162625,280000.62,5101664.6,97.27
"2008","Oromiya","West Wellega","Cereals",664972,173573.44,2891568.51,85.25
"2011","Oromiya","West Wellega","Cereals",723842,202312.97,3938239.8,90.06
"2012","Oromiya","West Wellega","Cereals",764076,197811.83,4038242.84,90.32
"2013","Oromiya","West Wellega","Cereals",789320,209800.14,4562702.28,99.95
"2014","Oromiya","West Wellega","Cereals",859364,211262.47,5437163.86,121.97
"2015","Oromiya","West Wellega","Cereals",800565,211856.44,5780186.35,127.34
"2016","Oromiya","West Wellega","Cereals",830299,212377.61,6193237.06,131.72
"2007","Oromiya ","West Wellega","Cereals",661299,164760.38,2696011.48,77.56
"2009","Oromiya ","West Wellega","Cereals",734328,170998.46,2834639.66,88.25
"2005","Tigray","Western Tigray","Cereals",137312,41459,562490,57.21
"2006","Tigray","Western Tigray","Cereals",170423,59198.36,862613.45,88.07
"2007","Tigray","Western Tigray","Cereals",169455,57215.5,948677.37,99.07
"2008","Tigray","Western Tigray","Cereals",168401,66736.4,1093499.54,61.05
"2009","Tigray","Western Tigray","Cereals",156392,62653.9,1071827.25,87.68
"2011","Tigray","Western Tigray","Cereals",203520,59095.57,1441717.39,124.71
"2012","Tigray","Western Tigray","Cereals",207787,65760.87,1725707.97,83.54
"2013","Tigray","Western Tigray","Cereals",219869,90053.85,2813596.65,107.17
"2014","Tigray","Western Tigray","Cereals",240745,103397.83,2826733.98,96.62
"2015","Tigray","Western Tigray","Cereals",233982,96995.27,2967407.87,161.22
"2016","Tigray","Western Tigray","Cereals",184768,93998.42,2811059.11,170.63
"2005","SNNP","Wolayita","Cereals",350576,56474,545300,50.26
"2006","SNNP","Wolayita","Cereals",299501,40559.57,506050.04,56.32
"2007","SNNP","Wolayita","Cereals",293296,43562.69,613782.77,61.19
"2008","SNNP","Wolayita","Cereals",262815,27033.56,213916.26,20.54
"2009","SNNP","Wolayita","Cereals",266086,40628.92,595474.27,63.87
"2011","SNNP","Wolayita","Cereals",250767,36945.66,321053.23,47.26
"2012","SNNP","Wolayita","Cereals",366415,49484.59,873047.01,61.63
"2013","SNNP","Wolayita","Cereals",386369,40001.13,739247.41,16.68
"2014","SNNP","Wolayita","Cereals",282550,42072.6,642789.12,74.85
"2015","SNNP","Wolayita","Cereals",324351,38172.16,640468.95,53.21
